(1057, 100, 2277, 1447, 1075, 1752)->[(0+2*r5), (0-2*r5), -2, -2]
(353, 2278, 2317, 175, 1880, 1436)->[-2, (3+1*r5), -4, (3-1*r5)]
(2184, 2099, 2138, 2299, 2076, 1118)->[(0+2*r5), 4, (1+1*r5), (-1+1*r5)]
(1184, 1925, 1480, 1166, 719, 1310)->[(2-2*r5), 2, (-3-1*r5), (1+1*r5)]
(387, 1478, 373, 2326, 1883, 188)->[(1-1*r5), (-1-1*r5), 4, (0+2*r5)]
(1218, 2055, 1674, 146, 565, 606)->[(1-1*r5), -2, (3-1*r5), (2+2*r5)]
(1760, 1314, 291, 208, 1424, 1814)->[-2, (-1-1*r5), (3+1*r5), (-2+2*r5)]
(580, 1637, 1288, 432, 1554, 211)->[(-1+1*r5), (3-1*r5), (-2-2*r5), 2]
(1093, 1725, 912, 1021, 507, 1597)->[(-1-1*r5), (1-1*r5), (0+2*r5), 4]
(225, 2210, 1617, 1496, 411, 829)->[-6, 2, -2, 2]
(2112, 1377, 1190, 1616, 885, 1142)->[(1-1*r5), -2, (3-1*r5), (-2-2*r5)]
(2117, 683, 780, 2390, 2328, 1273)->[(3+1*r5), (-2+2*r5), -2, (-1-1*r5)]
(1889, 898, 1346, 363, 270, 111)->[(0-2*r5), -4, (1+1*r5), (-1+1*r5)]
(1954, 900, 136, 1962, 214, 1405)->[(-1+1*r5), 2, (3-1*r5), (-2-2*r5)]
(995, 1899, 754, 1941, 408, 1177)->[-4, (-3-1*r5), (3-1*r5), 2]
(452, 1127, 360, 661, 90, 1182)->[-2, (3+1*r5), (-2+2*r5), (-1-1*r5)]
(1284, 9, 1007, 595, 821, 1596)->[0, (0-2*r5), (-3-1*r5), (3-1*r5)]
(2082, 611, 265, 110, 1615, 50)->[4, (3-1*r5), 2, (-3-1*r5)]
(742, 1877, 1398, 152, 1977, 2141)->[(0-2*r5), 2, (0+2*r5), -2]
(2246, 2152, 116, 1782, 1750, 221)->[-2, 2, -2, 6]
(1344, 1952, 1766, 2318, 16, 1808)->[(1-1*r5), (0+2*r5), (-1-1*r5), -4]
(864, 1413, 2184, 1296, 2299, 2399)->[4, 4, 4, 0]
(1729, 1155, 847, 1109, 2140, 862)->[(3+1*r5), -2, (3-1*r5), -4]
(449, 382, 2375, 233, 2289, 1918)->[-2, (2+2*r5), (-3+1*r5), (-1+1*r5)]
(1410, 1066, 142, 727, 957, 1055)->[-2, 2, -2, -6]
(66, 709, 1158, 1559, 1950, 223)->[0, 6, (1-1*r5), (1+1*r5)]
(1380, 1031, 584, 1354, 2222, 891)->[0, (-3-1*r5), (-3+1*r5), (0-2*r5)]
(2241, 549, 396, 279, 215, 795)->[(-3-1*r5), 0, (0-2*r5), (3-1*r5)]
(161, 738, 2275, 1000, 817, 1010)->[(1+1*r5), -2, (2-2*r5), (3+1*r5)]
(1795, 1821, 1586, 1531, 1691, 1789)->[(-3-1*r5), -2, (-3+1*r5), -4]
(1125, 775, 73, 1801, 2327, 1019)->[-2, (-2-2*r5), (3-1*r5), (-1+1*r5)]
(1600, 485, 1136, 1335, 1400, 1755)->[(-1-1*r5), (0-2*r5), -4, (-1+1*r5)]
(1475, 38, 746, 908, 2297, 1627)->[(0+2*r5), (-1+1*r5), -4, (1+1*r5)]
(1574, 1598, 907, 1038, 92, 414)->[(3-1*r5), -2, 4, (-3-1*r5)]
(1092, 837, 1258, 431, 278, 1277)->[4, (-1+1*r5), (1+1*r5), (0+2*r5)]
(1553, 914, 1841, 118, 185, 2334)->[4, (-3-1*r5), (3-1*r5), 2]
(1128, 1513, 2354, 820, 2298, 2301)->[(-1+1*r5), (2+2*r5), -2, (3-1*r5)]
(1483, 13, 1106, 1366, 1945, 575)->[(3-1*r5), (2+2*r5), (1-1*r5), -2]
(322, 1702, 1194, 784, 2194, 691)->[(2+2*r5), 0, (2-2*r5), 0]
(1445, 1288, 2285, 432, 852, 1661)->[(-1+1*r5), 0, -6, (1+1*r5)]
(1254, 974, 431, 1811, 1971, 278)->[(0+2*r5), (-1+1*r5), 4, (1+1*r5)]
(800, 135, 75, 1580, 1771, 1240)->[(-1+1*r5), (0+2*r5), (1+1*r5), -4]
(2050, 880, 2001, 952, 1437, 415)->[-2, (-2-2*r5), (3-1*r5), (1-1*r5)]
(960, 910, 408, 1177, 1626, 27)->[-4, (0-2*r5), (-1+1*r5), (1+1*r5)]
(1249, 1802, 1675, 2292, 250, 2365)->[(0+2*r5), -2, -2, (0-2*r5)]
(38, 1542, 2248, 908, 1751, 570)->[(0+2*r5), 2, (0-2*r5), 2]
(1316, 1684, 1333, 567, 1049, 1788)->[(3+1*r5), -4, 2, (3-1*r5)]
(580, 1288, 426, 749, 852, 825)->[0, 0, (-2-2*r5), (-2+2*r5)]
(1958, 1928, 202, 1041, 2193, 1307)->[(-1-1*r5), (-1+1*r5), -6, 0]
(1568, 2179, 713, 1324, 977, 2236)->[(3+1*r5), (-1-1*r5), (-2+2*r5), -2]
(1322, 2003, 470, 665, 1466, 638)->[(-3+1*r5), (2+2*r5), (-1+1*r5), -2]
(33, 1570, 1544, 1645, 1907, 2163)->[4, -4, 0, -4]
(1634, 2213, 2216, 2121, 1944, 1468)->[(-3+1*r5), -2, (2+2*r5), (-1+1*r5)]
(2145, 2158, 1781, 892, 893, 191)->[(-2+2*r5), (-3-1*r5), (1+1*r5), -2]
(1697, 2086, 1736, 1269, 117, 316)->[0, (3-1*r5), (0-2*r5), (-3-1*r5)]
(1888, 2114, 1748, 310, 2391, 1181)->[2, (-3-1*r5), (2-2*r5), (1+1*r5)]
(478, 295, 1229, 2357, 1054, 1951)->[(0+2*r5), -2, (0+2*r5), -2]
(677, 8, 428, 1234, 2133, 2135)->[(0-2*r5), 4, (1+1*r5), (1-1*r5)]
(1635, 1067, 1297, 659, 1846, 447)->[(-1+1*r5), (1+1*r5), -4, (0+2*r5)]
(1408, 770, 1592, 2093, 696, 604)->[(3+1*r5), (1+1*r5), (-2+2*r5), -2]
(1984, 493, 1677, 730, 1978, 927)->[0, (-1+1*r5), (1+1*r5), 6]
(196, 1963, 1040, 628, 1044, 2142)->[0, (-2+2*r5), (2+2*r5), 0]
(398, 176, 1298, 147, 1720, 1657)->[(3-1*r5), (1-1*r5), 2, (2+2*r5)]
(10, 1162, 593, 467, 1619, 1779)->[-2, (-2+2*r5), (1+1*r5), (3+1*r5)]
(1892, 455, 1579, 1270, 699, 1469)->[(1-1*r5), 0, -6, (-1-1*r5)]
(1285, 2118, 2124, 526, 213, 1114)->[(0-2*r5), (0+2*r5), 2, 2]
(899, 2347, 430, 367, 84, 922)->[-2, (0-2*r5), 2, (0+2*r5)]
(962, 1667, 997, 152, 2141, 1822)->[-4, 2, (3+1*r5), (-3+1*r5)]
(1510, 1777, 1653, 405, 1148, 542)->[(-3+1*r5), -4, (-3-1*r5), -2]
(1344, 1506, 773, 1766, 755, 823)->[(-3+1*r5), (3+1*r5), -2, -4]
(98, 613, 1364, 1302, 1656, 1723)->[(-2+2*r5), (-1-1*r5), -2, (-3-1*r5)]
(1986, 2243, 776, 1161, 789, 1719)->[(2-2*r5), -2, (-3-1*r5), (1+1*r5)]
(1408, 770, 687, 2385, 2167, 410)->[(3+1*r5), 2, (1+1*r5), (2-2*r5)]
(1643, 1580, 1771, 590, 1584, 636)->[(-1+1*r5), (1+1*r5), 4, (0-2*r5)]
(1024, 1760, 1314, 1093, 1658, 1725)->[(2-2*r5), -2, (3+1*r5), (1+1*r5)]
(1826, 355, 2371, 297, 1069, 1967)->[(0+2*r5), 2, (0-2*r5), -2]
(1633, 1732, 1353, 842, 492, 2302)->[(-1+1*r5), -2, (3-1*r5), (-2-2*r5)]
(101, 587, 204, 2187, 2136, 701)->[-6, -2, -2, 2]
(64, 1475, 1862, 491, 985, 1627)->[(1+1*r5), (-1+1*r5), (0-2*r5), 4]
(608, 648, 1292, 716, 239, 1727)->[-6, 0, (-1-1*r5), (1-1*r5)]
(1825, 2338, 325, 1711, 466, 2007)->[(1+1*r5), (3+1*r5), -2, (-2+2*r5)]
(1859, 1138, 1556, 534, 2395, 287)->[(2+2*r5), -2, (-1+1*r5), (-3+1*r5)]
(2214, 1320, 525, 947, 1528, 2331)->[(0+2*r5), (0+2*r5), -2, -2]
(33, 771, 1155, 1544, 847, 93)->[(0+2*r5), (-1-1*r5), (-1+1*r5), -4]
(929, 2274, 452, 933, 2045, 1182)->[(-3+1*r5), (3+1*r5), 2, -4]
(1767, 2249, 587, 2187, 1587, 1533)->[(-3-1*r5), -2, (-1-1*r5), (-2+2*r5)]
(354, 1099, 1389, 365, 1848, 1244)->[-2, 6, -2, -2]
(1857, 1966, 220, 1527, 508, 253)->[2, (-3+1*r5), (1-1*r5), (2+2*r5)]
(257, 2145, 615, 153, 893, 1278)->[2, -6, 2, -2]
(743, 905, 1418, 811, 112, 1146)->[2, (-1-1*r5), (-3-1*r5), (-2+2*r5)]
(776, 1161, 2315, 564, 56, 605)->[-2, -2, (0-2*r5), (0+2*r5)]
(1935, 913, 755, 1716, 823, 2266)->[(3-1*r5), (3+1*r5), -2, -4]
(1953, 255, 2064, 1361, 2041, 511)->[(-3-1*r5), (-3+1*r5), 4, -2]
(1192, 910, 978, 1363, 1941, 1177)->[(-1-1*r5), (-3-1*r5), 2, (-2+2*r5)]
(1191, 1708, 1556, 1881, 1625, 287)->[(2+2*r5), (1-1*r5), (3-1*r5), -2]
(999, 1036, 339, 567, 1272, 1788)->[(3+1*r5), (0-2*r5), (3-1*r5), 0]
(225, 1636, 1094, 561, 411, 1051)->[(-2-2*r5), 2, (1-1*r5), (3-1*r5)]
(1928, 1743, 2193, 1526, 1693, 510)->[-2, (-1+1*r5), (-2-2*r5), (3-1*r5)]
(2273, 1839, 528, 1393, 915, 1631)->[(1-1*r5), -6, (1+1*r5), 0]
(1408, 941, 1262, 2162, 2167, 1592)->[(3+1*r5), (-2+2*r5), 2, (-1-1*r5)]
(256, 866, 496, 305, 377, 2015)->[(3+1*r5), (-2+2*r5), -2, (1+1*r5)]
(130, 680, 1608, 1867, 1325, 1018)->[(-3+1*r5), -2, (2+2*r5), (1-1*r5)]
(1925, 2312, 1743, 989, 1693, 1310)->[-2, 2, -6, 2]
(1602, 131, 1998, 1268, 470, 1466)->[(1-1*r5), (2+2*r5), 2, (-3+1*r5)]
(1893, 869, 1034, 2061, 729, 190)->[-2, -2, -2, 6]
(771, 1544, 82, 2163, 1428, 1334)->[(1+1*r5), -4, (-1+1*r5), (0-2*r5)]
(515, 1163, 2034, 1079, 856, 1919)->[(-3+1*r5), (-3-1*r5), -2, 4]
(932, 1066, 2253, 654, 727, 765)->[(2-2*r5), (1+1*r5), -2, (-3-1*r5)]
(261, 1582, 2223, 2290, 664, 1660)->[(0-2*r5), 0, (-3+1*r5), (-3-1*r5)]
(1350, 7, 300, 2156, 374, 1976)->[(0+2*r5), (-1-1*r5), (1-1*r5), 4]
(1838, 402, 125, 313, 2330, 2077)->[2, 2, 2, 6]
(35, 195, 741, 391, 841, 1045)->[-2, 4, (3-1*r5), (-3-1*r5)]
(194, 877, 1238, 1368, 1149, 1663)->[(0-2*r5), 2, -2, (0+2*r5)]
(1249, 1729, 904, 1802, 1549, 1109)->[(3+1*r5), -2, (-3+1*r5), -4]
(132, 1894, 46, 1872, 407, 1119)->[(-2-2*r5), (1-1*r5), (3-1*r5), 2]
(2126, 782, 721, 2232, 1147, 1884)->[(3-1*r5), 0, (3+1*r5), (0+2*r5)]
(1477, 296, 488, 337, 1809, 2233)->[4, 2, (3+1*r5), (3-1*r5)]
(1411, 1576, 1577, 656, 1937, 1523)->[(3-1*r5), -2, -4, (-3-1*r5)]
(1216, 299, 11, 2004, 853, 2101)->[(2+2*r5), (-1+1*r5), (3-1*r5), -2]
(2159, 946, 1074, 692, 1558, 442)->[(3-1*r5), -2, -4, (3+1*r5)]
(256, 290, 1529, 377, 2079, 1823)->[(0+2*r5), (1+1*r5), (1-1*r5), 4]
(909, 1455, 788, 1141, 1304, 379)->[(-3-1*r5), -4, 2, (-3+1*r5)]
(2242, 39, 1869, 2063, 1659, 1215)->[-4, (1+1*r5), (0-2*r5), (-1+1*r5)]
(2112, 427, 1232, 401, 885, 2107)->[(1-1*r5), (-1-1*r5), 0, -6]
(1965, 1873, 786, 1939, 376, 60)->[2, (-1-1*r5), (-3-1*r5), (2-2*r5)]
(2215, 882, 375, 2238, 2237, 2206)->[(1+1*r5), 6, 0, (1-1*r5)]
(1313, 148, 2069, 1722, 1437, 415)->[-2, (-2-2*r5), (-3+1*r5), (1-1*r5)]
(1889, 1709, 909, 270, 1304, 222)->[(-3-1*r5), -4, 2, (3-1*r5)]
(1569, 1769, 2291, 1396, 2168, 2075)->[(-3-1*r5), 2, (3-1*r5), -4]
(2181, 2279, 1994, 588, 2062, 1599)->[(-1+1*r5), -4, (0+2*r5), (-1-1*r5)]
(424, 1033, 337, 1910, 2233, 1948)->[(0+2*r5), (3-1*r5), (3+1*r5), 0]
(617, 2313, 2123, 685, 1167, 2042)->[2, (0+2*r5), (0+2*r5), 2]
(1761, 329, 106, 1264, 1299, 918)->[0, (0-2*r5), (3+1*r5), (3-1*r5)]
(130, 1608, 1493, 277, 634, 1151)->[-2, (1-1*r5), (2+2*r5), (-3+1*r5)]
(2147, 357, 1450, 1420, 338, 1404)->[2, (0+2*r5), (0-2*r5), -2]
(1970, 1426, 2164, 246, 569, 476)->[-4, (-3+1*r5), 2, (3+1*r5)]
(289, 497, 980, 23, 984, 1367)->[(-3-1*r5), 2, (3-1*r5), 4]
(1134, 79, 281, 762, 1339, 2300)->[2, (0+2*r5), -2, (0+2*r5)]
(1601, 1091, 102, 199, 2157, 854)->[(1+1*r5), -2, (-2+2*r5), (-3-1*r5)]
(197, 69, 584, 1515, 280, 891)->[(-3+1*r5), (-3-1*r5), -2, -4]
(229, 968, 426, 749, 1840, 657)->[(1-1*r5), (-3+1*r5), (-2-2*r5), 2]
(674, 1380, 427, 2222, 401, 2134)->[(-3+1*r5), (0-2*r5), 0, (-3-1*r5)]
(1152, 323, 2244, 1032, 722, 440)->[(-1-1*r5), (1-1*r5), (0+2*r5), -4]
(2088, 619, 331, 2381, 752, 312)->[-2, (0-2*r5), 2, (0-2*r5)]
(928, 1227, 913, 1716, 2231, 698)->[(-1+1*r5), (0+2*r5), (-1-1*r5), -4]
(547, 1764, 1774, 49, 2360, 923)->[2, (0+2*r5), (0+2*r5), -2]
(1571, 1606, 586, 276, 694, 857)->[(3-1*r5), -2, 4, (3+1*r5)]
(417, 1058, 2056, 1133, 2350, 925)->[2, (0+2*r5), 2, (0+2*r5)]
(1284, 1510, 821, 405, 1942, 1535)->[0, (0-2*r5), (-3-1*r5), (-3+1*r5)]
(1570, 2307, 613, 1645, 2293, 1302)->[(1+1*r5), -4, (1-1*r5), (0-2*r5)]
(353, 2278, 1964, 2349, 315, 2111)->[-2, (0+2*r5), (0-2*r5), 2]
(2050, 1772, 528, 915, 952, 697)->[(1-1*r5), (-2-2*r5), 2, (-3+1*r5)]
(193, 1385, 1739, 1835, 2128, 1082)->[(3+1*r5), (-3+1*r5), 4, 2]
(128, 1088, 554, 241, 530, 413)->[2, (-3+1*r5), (3+1*r5), -4]
(1963, 2252, 1040, 531, 1171, 59)->[(3-1*r5), 2, (2+2*r5), (-1+1*r5)]
(1026, 1675, 1168, 436, 728, 250)->[4, (1-1*r5), (-1-1*r5), (0-2*r5)]
(2272, 2370, 1253, 1300, 1654, 1534)->[2, 2, 6, -2]
(2177, 2288, 2100, 2102, 251, 1502)->[-4, (0-2*r5), (1-1*r5), (-1-1*r5)]
(294, 1265, 1394, 1267, 1878, 1655)->[2, -6, 2, 2]
(806, 1129, 2226, 2038, 632, 733)->[-4, 0, -4, -4]
(1217, 1730, 934, 136, 1201, 1405)->[(-1+1*r5), 2, (-3+1*r5), (-2-2*r5)]
(96, 1317, 1391, 1972, 1756, 2173)->[(-1-1*r5), (0+2*r5), 4, (-1+1*r5)]
(327, 1451, 1777, 1653, 155, 863)->[-2, (-1-1*r5), (-3-1*r5), (2-2*r5)]
(930, 1956, 1294, 562, 2227, 2234)->[0, (1+1*r5), -6, (1-1*r5)]
(641, 2337, 871, 2219, 1525, 1176)->[(3+1*r5), (-3+1*r5), -4, -2]
(160, 448, 1282, 591, 568, 671)->[(-2-2*r5), (-1+1*r5), (3-1*r5), 2]
(999, 2218, 1553, 914, 339, 767)->[(0+2*r5), (-3-1*r5), 0, (3-1*r5)]
(1698, 579, 1700, 1381, 231, 790)->[(-3-1*r5), (-1-1*r5), (2-2*r5), -2]
(740, 517, 1326, 1464, 572, 445)->[(-1+1*r5), 6, (1+1*r5), 0]
(167, 1706, 1398, 1977, 219, 1982)->[(-3-1*r5), 2, (1+1*r5), (2-2*r5)]
(1286, 1927, 460, 1966, 2037, 253)->[2, (3-1*r5), (1-1*r5), (2+2*r5)]
(545, 1001, 855, 507, 1597, 799)->[(0-2*r5), (1-1*r5), 4, (1+1*r5)]
(514, 1256, 1419, 274, 378, 1406)->[(1+1*r5), (-1+1*r5), -6, 0]
(1219, 234, 1518, 1584, 636, 349)->[2, 2, (0+2*r5), (0-2*r5)]
(1606, 2382, 144, 373, 857, 1883)->[(-3+1*r5), -2, 4, (3+1*r5)]
(1120, 2020, 1734, 1195, 1069, 1967)->[(0+2*r5), (-1+1*r5), -4, (-1-1*r5)]
(1345, 609, 2053, 1063, 621, 1885)->[(-2-2*r5), -2, (1-1*r5), (-3+1*r5)]
(162, 806, 718, 1687, 632, 317)->[-4, (1-1*r5), (-1-1*r5), (0-2*r5)]
(935, 1096, 139, 2072, 987, 669)->[2, (-3+1*r5), (1-1*r5), (-2-2*r5)]
(33, 771, 1126, 490, 2163, 2398)->[4, (0-2*r5), (-1+1*r5), (-1-1*r5)]
(1122, 2182, 942, 878, 368, 944)->[2, 2, -6, -2]
(2352, 1791, 756, 1081, 1850, 2335)->[(1-1*r5), (-1-1*r5), -4, (0-2*r5)]
(2017, 1867, 1325, 1787, 988, 2174)->[0, (-1-1*r5), 6, (1-1*r5)]
(814, 1816, 2363, 824, 1083, 639)->[0, (-1+1*r5), (-1-1*r5), 6]
(354, 1287, 137, 1106, 1366, 1244)->[(-3+1*r5), (2+2*r5), (1-1*r5), -2]
(352, 1223, 2154, 1748, 2071, 1181)->[(-2+2*r5), (-3-1*r5), (-1-1*r5), 2]
(1319, 238, 1870, 1744, 434, 540)->[(-3+1*r5), (3+1*r5), (0+2*r5), 0]
(2084, 2245, 745, 2353, 53, 2170)->[4, (-1-1*r5), (0-2*r5), (1-1*r5)]
(801, 1283, 2185, 2159, 692, 2393)->[2, -2, (0-2*r5), (0+2*r5)]
(1664, 2208, 2183, 424, 2377, 1948)->[(0+2*r5), (-3+1*r5), (3+1*r5), 0]
(1123, 1222, 2311, 304, 286, 703)->[-2, (3-1*r5), (-1+1*r5), (-2-2*r5)]
(2057, 1101, 1554, 211, 1561, 61)->[2, 2, -6, 2]
(418, 684, 1617, 406, 1496, 473)->[(-3-1*r5), (1+1*r5), (2-2*r5), 2]
(512, 259, 271, 86, 600, 1915)->[2, -4, (-3+1*r5), (3+1*r5)]
(1315, 1988, 263, 2026, 2161, 344)->[(1-1*r5), 2, (3-1*r5), (2+2*r5)]
(549, 1382, 396, 1327, 1587, 1533)->[(-3-1*r5), (-3+1*r5), -4, 2]
(203, 716, 1292, 17, 1169, 149)->[(-3-1*r5), (-3+1*r5), -4, -2]
(1, 1349, 455, 778, 1323, 1579)->[-2, (-3+1*r5), (-3-1*r5), -4]
(2116, 390, 391, 841, 2284, 469)->[(1-1*r5), (1+1*r5), 0, -6]
(1474, 1576, 1098, 1523, 1364, 1656)->[2, (2-2*r5), (-1-1*r5), (-3-1*r5)]
(40, 648, 239, 1555, 1563, 1085)->[(-2-2*r5), 0, (2-2*r5), 0]
(962, 997, 1224, 1293, 881, 150)->[-4, 2, (3+1*r5), (3-1*r5)]
(809, 879, 1491, 2165, 730, 1978)->[(3-1*r5), 2, 4, (3+1*r5)]
(14, 623, 1139, 1336, 1786, 603)->[4, (0+2*r5), (-1+1*r5), (1+1*r5)]
(3, 616, 533, 252, 861, 1628)->[2, (1-1*r5), (-2-2*r5), (3-1*r5)]
(773, 137, 1935, 1106, 755, 575)->[0, 6, (1-1*r5), (-1-1*r5)]
(643, 166, 1807, 2108, 254, 159)->[(-1+1*r5), (1+1*r5), 0, 6]
(14, 47, 2036, 1529, 1786, 1823)->[4, 4, 0, 4]
(2089, 555, 333, 1813, 1174, 1050)->[6, (1+1*r5), (1-1*r5), 0]
(392, 1547, 972, 1995, 463, 858)->[(2-2*r5), 2, (3+1*r5), (1+1*r5)]
(99, 1647, 1519, 2396, 732, 1214)->[(0-2*r5), (-1-1*r5), (1-1*r5), 4]
(1124, 1988, 263, 593, 1619, 986)->[-2, 2, 2, 6]
(480, 1248, 585, 395, 2189, 2096, 1649, 1459, 1722, 539)->[-2, (-2-2*r5), (-1-1*r5), (1-1*r5)]
(224, 2020, 453, 2052, 2282, 1581, 436, 2166, 2109, 1855)->[(1+1*r5), 0, (-3-1*r5), (0-2*r5)]
(1026, 1096, 1960, 1098, 1723, 2292, 1206, 2072, 987, 669)->[(1+1*r5), (1-1*r5), -2, (-2-2*r5)]
(388, 567, 1036, 1138, 339, 1810, 1908, 1047, 1272, 2047)->[(2+2*r5), -4, 0, 0]
(1056, 994, 1799, 680, 1608, 1867, 653, 822, 1209, 1018)->[0, (1-1*r5), (5+1*r5), -2]
(1792, 1218, 869, 1707, 1613, 1332, 1622, 794, 220, 2271)->[0, -2, (1-1*r5), (5+1*r5)]
(1408, 770, 1413, 620, 2093, 2385, 307, 1784, 410, 604)->[(3+1*r5), (1+1*r5), 4, -2]
(676, 294, 1575, 2346, 2129, 1394, 1267, 2257, 1655, 1689)->[2, (-2-2*r5), (1+1*r5), (-1+1*r5)]
(2016, 769, 2336, 1670, 2055, 1426, 1970, 1462, 246, 569)->[(-1-1*r5), (1-1*r5), 2, (2+2*r5)]
(355, 1829, 1734, 2117, 624, 1713, 2194, 1108, 1176, 1343)->[(2+2*r5), (-1+1*r5), (-1-1*r5), -2]
(1793, 1102, 1614, 753, 1457, 403, 1365, 1110, 1274, 381)->[(-3-1*r5), (1+1*r5), -4, -2]
(707, 2376, 1737, 2250, 815, 53, 2294, 1623, 1752, 1178)->[(3+1*r5), (0-2*r5), (-1-1*r5), 0]
(2308, 1384, 748, 621, 1709, 2255, 1648, 788, 630, 1530)->[(-2-2*r5), -4, 0, 0]
(36, 932, 964, 298, 1066, 557, 654, 468, 953, 765)->[-4, (1+1*r5), -2, (-3-1*r5)]
(992, 834, 197, 1354, 115, 21, 2262, 345, 443, 1949)->[(-1+1*r5), (-2-2*r5), -2, (-1-1*r5)]
(482, 1795, 1582, 718, 2223, 1586, 2290, 1531, 1660, 1821)->[(-3-1*r5), (1-1*r5), (1-1*r5), (-3-1*r5)]
(1379, 1412, 1865, 2377, 1230, 2256, 883, 1843, 1054, 94)->[(1+1*r5), -2, (2+2*r5), (1-1*r5)]
(227, 836, 1796, 422, 358, 1831, 2089, 172, 2073, 2010)->[(5+1*r5), 2, 0, (-1+1*r5)]
(677, 742, 167, 8, 2133, 1398, 2135, 1977, 219, 2141)->[(-3-1*r5), (1+1*r5), 4, -2]
(2080, 2371, 2248, 1355, 1419, 943, 2068, 1338, 2235, 62)->[(0+2*r5), (1+1*r5), (-3-1*r5), 0]
(2368, 1350, 232, 1705, 300, 1198, 143, 374, 1976, 217)->[(3+1*r5), -4, -2, (1+1*r5)]
(388, 232, 2250, 1135, 113, 2067, 1047, 217, 1178, 1371)->[(2+2*r5), (-1-1*r5), -2, (-1+1*r5)]
(1536, 291, 421, 1039, 1200, 918, 2326, 1624, 1145, 283)->[0, (0-2*r5), (3+1*r5), (1+1*r5)]
(1345, 609, 1507, 1384, 1545, 621, 1173, 1243, 1372, 1885)->[(-5-1*r5), -2, 0, (1-1*r5)]
(1978, 809, 2330, 1677, 1838, 1491, 313, 730, 2077, 927)->[(-1+1*r5), 2, (1+1*r5), (2+2*r5)]
(839, 1255, 1513, 1642, 2298, 13, 2354, 820, 375, 890)->[2, (5+1*r5), (1-1*r5), 0]
(1859, 1191, 1896, 1708, 2065, 1138, 1362, 1556, 1810, 287)->[(5+1*r5), -2, 0, (1-1*r5)]
(960, 1192, 910, 430, 367, 1363, 84, 1177, 922, 27)->[(-1-1*r5), (-3-1*r5), 2, 4]
(640, 1120, 1827, 2117, 1734, 1195, 1967, 2390, 2328, 1273)->[(3+1*r5), 2, (-1-1*r5), -4]
(1504, 1410, 1794, 870, 939, 2221, 1551, 2200, 444, 543)->[(1-1*r5), 0, -2, (-5-1*r5)]
(2113, 580, 1637, 1288, 749, 211, 2103, 825, 989, 510)->[0, (-1+1*r5), (-5-1*r5), 2]
(1092, 1638, 810, 1258, 1231, 431, 1491, 2330, 2139, 1277)->[(1+1*r5), 2, 4, (3+1*r5)]
(929, 2209, 195, 2274, 741, 933, 841, 1045, 1909, 1182)->[(1-1*r5), (3+1*r5), (-1+1*r5), (-3-1*r5)]
(164, 2311, 1225, 2025, 1259, 304, 1616, 380, 286, 703)->[(1-1*r5), 0, 2, (-5-1*r5)]
(2241, 549, 2021, 396, 1327, 1587, 343, 215, 541, 2046)->[(-3-1*r5), (1-1*r5), (-3-1*r5), (-1+1*r5)]
(194, 646, 877, 495, 1008, 497, 1204, 1238, 1690, 1663)->[(-3-1*r5), (-1+1*r5), (1-1*r5), (3+1*r5)]
(1830, 1776, 1808, 1012, 340, 117, 2231, 1208, 2295, 2110)->[0, (1+1*r5), (0-2*r5), (-3-1*r5)]
(1892, 1257, 1579, 2348, 592, 1270, 347, 796, 699, 1375)->[-2, (-1+1*r5), (-2-2*r5), (-1-1*r5)]
(936, 937, 301, 1297, 659, 22, 1846, 824, 573, 447)->[0, (1+1*r5), (0-2*r5), (3+1*r5)]
(1408, 265, 813, 494, 687, 1262, 2162, 2167, 410, 668)->[(3+1*r5), 2, (1+1*r5), -4]
(1092, 837, 165, 1254, 974, 431, 1679, 371, 278, 1117)->[(3+1*r5), 2, (1+1*r5), 4]
(704, 65, 1219, 644, 1253, 620, 813, 1078, 1590, 410)->[4, 2, (3+1*r5), (-1-1*r5)]
(608, 1666, 231, 808, 1063, 716, 1292, 239, 1169, 149)->[(-2-2*r5), (1-1*r5), (-1-1*r5), -2]
(1249, 1281, 1729, 1191, 904, 1639, 1549, 1362, 1906, 2268)->[(2+2*r5), -2, (1-1*r5), (-1-1*r5)]
(388, 2218, 459, 1198, 815, 914, 339, 2294, 217, 767)->[(3+1*r5), (-3-1*r5), (1-1*r5), (-1+1*r5)]
(1731, 551, 1163, 1453, 1904, 2034, 1683, 310, 856, 1919)->[0, (-3-1*r5), (-1-1*r5), (0+2*r5)]
(1828, 1319, 2123, 685, 1326, 1167, 1202, 18, 1650, 2042)->[(-1+1*r5), (3+1*r5), (3+1*r5), (-1+1*r5)]
(1856, 1895, 74, 523, 1359, 690, 759, 89, 379, 2041)->[(-3-1*r5), (-1-1*r5), 4, -2]
(448, 1824, 1282, 46, 1872, 407, 568, 2143, 1119, 671)->[(-5-1*r5), 0, (-1+1*r5), 2]
(2328, 2214, 2280, 683, 780, 947, 2356, 2390, 1528, 2331)->[(3+1*r5), 4, -2, (-1-1*r5)]
(1987, 1284, 1510, 43, 1007, 465, 595, 821, 1942, 1567)->[0, -4, (-2-2*r5), 0]
(1671, 1803, 174, 529, 1233, 51, 1361, 247, 1754, 2205)->[(-2-2*r5), 0, 4, 0]
(385, 1698, 548, 1381, 134, 519, 231, 1700, 1002, 1169)->[(-3-1*r5), (-1-1*r5), -4, -2]
