(130, 264, 13, 17, 26, 27, 285, 160, 37, 171, 48, 52, 180, 72, 200, 205, 210, 84, 87, 94, 234, 117, 245, 249)->[(198-140*r2), (-198+140*r2), (-280+198*r2), 0]
(5, 262, 265, 267, 270, 146, 20, 149, 276, 280, 30, 40, 51, 71, 203, 209, 83, 213, 219, 227, 100, 104, 232, 240)->[(-198+140*r2), (-198+140*r2), (280-198*r2), 0]
(128, 257, 2, 130, 261, 19, 23, 279, 156, 164, 168, 44, 46, 180, 181, 182, 193, 72, 89, 90, 92, 101, 123, 125)->[0, 0, (-280+198*r2), (-280+198*r2)]
(3, 259, 10, 17, 18, 153, 154, 283, 159, 37, 47, 176, 75, 77, 86, 91, 94, 223, 96, 225, 98, 238, 241, 250)->[0, 0, (-280+198*r2), (280-198*r2)]
(142, 15, 273, 18, 21, 277, 154, 26, 285, 160, 161, 181, 182, 190, 193, 197, 91, 221, 97, 229, 231, 111, 119, 122)->[(198-140*r2), (198-140*r2), (-280+198*r2), 0]
(267, 269, 271, 148, 276, 282, 41, 174, 178, 54, 183, 62, 65, 194, 71, 76, 211, 214, 226, 112, 242, 247, 251, 252)->[(-396+280*r2), 0, 0, 0]
(260, 137, 266, 24, 155, 36, 40, 49, 50, 52, 57, 192, 66, 73, 208, 213, 216, 217, 222, 100, 103, 245, 249, 253)->[0, (-396+280*r2), 0, 0]
(129, 2, 137, 150, 23, 282, 33, 35, 163, 164, 42, 170, 175, 51, 54, 68, 70, 83, 222, 228, 232, 242, 118, 253)->[(-198+140*r2), (-198+140*r2), 0, (-280+198*r2)]
(1, 134, 263, 139, 140, 14, 25, 28, 159, 165, 169, 172, 179, 63, 77, 97, 231, 233, 250, 109, 237, 120, 122, 126)->[(198-140*r2), (198-140*r2), 0, (280-198*r2)]
(128, 256, 258, 138, 12, 145, 148, 34, 163, 168, 45, 53, 60, 76, 204, 78, 79, 88, 92, 228, 235, 118, 247, 248)->[(-198+140*r2), (198-140*r2), 0, (-280+198*r2)]
(12, 268, 273, 19, 147, 277, 151, 284, 157, 29, 31, 189, 191, 197, 199, 81, 82, 88, 90, 220, 101, 107, 248, 255)->[(198-140*r2), (198-140*r2), 0, (-280+198*r2)]
(258, 132, 133, 136, 9, 138, 268, 146, 274, 280, 281, 29, 30, 33, 166, 42, 170, 45, 59, 64, 215, 127, 254, 255)->[0, 0, (280-198*r2), (-280+198*r2)]
(131, 132, 262, 8, 9, 11, 141, 270, 274, 275, 149, 155, 286, 177, 50, 57, 58, 212, 85, 93, 106, 115, 243, 124)->[(198-140*r2), (-198+140*r2), (280-198*r2), 0]
(259, 4, 260, 272, 283, 158, 32, 174, 178, 186, 61, 192, 67, 195, 203, 207, 209, 211, 217, 223, 227, 102, 113, 114)->[(-198+140*r2), (-198+140*r2), 0, (280-198*r2)]
(6, 269, 16, 20, 281, 162, 38, 43, 173, 53, 55, 62, 198, 201, 204, 79, 215, 219, 226, 230, 104, 236, 246, 127)->[(-198+140*r2), (198-140*r2), (280-198*r2), 0]
(256, 145, 21, 31, 165, 38, 167, 172, 184, 188, 190, 69, 198, 199, 202, 78, 80, 218, 220, 229, 108, 236, 244, 126)->[0, (396-280*r2), 0, 0]
(133, 134, 135, 8, 136, 263, 141, 151, 284, 287, 162, 43, 185, 59, 188, 69, 82, 95, 99, 230, 106, 244, 120, 121)->[(198-140*r2), (198-140*r2), (280-198*r2), 0]
(131, 135, 264, 139, 13, 15, 144, 147, 278, 152, 25, 157, 286, 287, 161, 39, 58, 191, 74, 109, 110, 117, 119, 121)->[(396-280*r2), 0, 0, 0]
(129, 257, 144, 150, 152, 156, 35, 166, 177, 189, 64, 73, 74, 208, 81, 84, 87, 89, 103, 234, 107, 243, 124, 254)->[(198-140*r2), (-198+140*r2), 0, (-280+198*r2)]
(1, 4, 7, 14, 271, 16, 22, 153, 41, 173, 47, 56, 187, 61, 201, 202, 206, 214, 218, 225, 102, 233, 108, 116)->[(-198+140*r2), (198-140*r2), 0, (280-198*r2)]
(5, 6, 265, 143, 275, 22, 28, 158, 179, 55, 56, 185, 186, 93, 95, 99, 105, 237, 239, 240, 113, 115, 116, 246)->[0, 0, (280-198*r2), (280-198*r2)]
(266, 11, 140, 143, 272, 278, 36, 39, 169, 48, 63, 66, 75, 205, 207, 210, 212, 85, 96, 105, 110, 238, 239, 114)->[(198-140*r2), (-198+140*r2), 0, (280-198*r2)]
