(7010, 6979, 7017, 2253, 110, 5594, 3795, 246, 1175, 1370, 2651, 6044)->[6, 0, (1+1*r5), (-1+1*r5)]
(1538, 5350, 2471, 6214, 41, 1008, 2228, 6004, 3959, 4345, 1373, 1310)->[(1-1*r5), -2, (3-1*r5), (-2-2*r5)]
(6566, 1352, 1359, 5721, 7057, 275, 1844, 2197, 985, 250, 2652, 7070)->[(-3+1*r5), -2, 4, (-3-1*r5)]
(3009, 5968, 433, 1906, 6961, 4056, 1271, 2488, 3485, 2461, 94, 927)->[2, (-3+1*r5), (-3-1*r5), 4]
(7008, 196, 7045, 6376, 5161, 2191, 4176, 1137, 82, 469, 88, 3359)->[(1+1*r5), (-2+2*r5), (3+1*r5), 2]
(4258, 1413, 1385, 5515, 1454, 5362, 5331, 5490, 3190, 5592, 249, 2746)->[6, (1-1*r5), 0, (1+1*r5)]
(3521, 515, 6520, 5290, 1900, 4462, 3570, 7093, 1559, 3064, 2174, 5343)->[-6, -2, -2, 2]
(4546, 2663, 237, 3022, 6574, 17, 4177, 1237, 1781, 4629, 6366, 5054)->[(3+1*r5), (3-1*r5), -4, 2]
(4583, 2952, 905, 7111, 7112, 6924, 3504, 306, 2930, 4499, 3100, 2782)->[0, (-1+1*r5), (1+1*r5), -6]
(3236, 2181, 1702, 5444, 586, 2379, 2527, 397, 4560, 4311, 1276, 639)->[(-1+1*r5), (1+1*r5), 4, (0-2*r5)]
(736, 259, 707, 4201, 6185, 6987, 3150, 6225, 5620, 1013, 2358, 3162)->[(-3+1*r5), (-3-1*r5), 2, 4]
(3584, 5122, 1892, 3557, 5069, 4144, 3729, 2138, 4987, 1116, 4797, 6111)->[2, (0+2*r5), 2, (0+2*r5)]
(320, 3264, 5186, 3300, 3460, 3560, 2988, 3252, 4565, 5844, 921, 4796)->[(2-2*r5), (3+1*r5), (-1-1*r5), 2]
(5604, 5189, 6564, 6775, 5335, 6152, 1709, 1810, 4115, 279, 4602, 2107)->[(-3-1*r5), (-3+1*r5), 4, -2]
(3333, 1222, 230, 3278, 1903, 2352, 6802, 531, 3251, 2710, 5401, 2554)->[-2, (0-2*r5), -2, (0+2*r5)]
(3043, 3363, 6885, 487, 3336, 2665, 2026, 1358, 6968, 2166, 5782, 6231)->[(-2+2*r5), 0, (2+2*r5), 0]
(6017, 6271, 5987, 5988, 678, 1319, 2184, 4199, 6670, 913, 6644, 1535)->[-6, (-1-1*r5), (-1+1*r5), 0]
(5984, 5655, 3815, 3976, 2986, 2223, 2262, 4730, 2456, 3290, 955, 6652)->[(3-1*r5), (1-1*r5), 2, (2+2*r5)]
(960, 681, 713, 6987, 3501, 1070, 3150, 5072, 2609, 4436, 441, 2969)->[-2, (0-2*r5), 2, (0+2*r5)]
(2240, 481, 6848, 3172, 728, 1938, 440, 6009, 1915, 6811, 3803, 3743)->[-6, 2, 2, 2]
(1634, 2316, 589, 686, 2703, 5138, 6836, 3285, 7190, 823, 5784, 668)->[-2, 2, 6, -2]
(2404, 904, 1000, 2284, 5581, 4434, 4820, 2263, 5561, 4411, 3580, 3678)->[0, (-2+2*r5), 0, (2+2*r5)]
(1280, 6881, 5986, 1382, 5401, 5036, 1903, 3546, 3606, 1209, 346, 1757)->[(-3+1*r5), (-3-1*r5), -2, 4]
(7044, 4042, 6039, 5112, 19, 5618, 5436, 951, 1784, 1884, 2557, 2654)->[(1-1*r5), 2, (3-1*r5), (-2-2*r5)]
(4768, 4161, 6978, 7048, 2633, 3914, 4204, 1678, 3727, 1593, 1786, 2333)->[-2, (1-1*r5), (-2-2*r5), (-3+1*r5)]
(384, 676, 966, 1223, 6955, 1617, 2705, 3955, 5974, 6167, 7096, 4282)->[2, (-3+1*r5), (-1+1*r5), (-2-2*r5)]
(5664, 1673, 1580, 2061, 2447, 4976, 5327, 1394, 3032, 5786, 6238, 2591)->[0, (-1+1*r5), (1+1*r5), 6]
(2980, 2823, 3336, 2665, 5672, 2603, 7081, 1972, 6356, 5016, 5849, 5277)->[2, (-1+1*r5), (2+2*r5), (3-1*r5)]
(3234, 2532, 3684, 6183, 1960, 473, 6285, 5391, 25, 7130, 3643, 764)->[-2, (3-1*r5), (3+1*r5), -4]
(1513, 141, 3726, 1807, 5070, 3891, 1364, 2740, 3860, 5587, 216, 4120)->[(3-1*r5), (-2-2*r5), (1-1*r5), -2]
(3841, 6114, 6595, 392, 2057, 10, 2152, 844, 3209, 3662, 6060, 1875)->[4, -2, (-3-1*r5), (-3+1*r5)]
(452, 3589, 5349, 1575, 5640, 3212, 5133, 3024, 4658, 2483, 1397, 474)->[(3+1*r5), (3-1*r5), -4, -2]
(3816, 6984, 3980, 205, 6350, 7185, 5235, 1525, 5653, 6549, 1273, 954)->[(1+1*r5), -4, (-1+1*r5), (0+2*r5)]
(6658, 4227, 2277, 1191, 6537, 139, 1585, 3635, 4627, 2742, 1979, 5855)->[2, -6, 2, -2]
(3266, 230, 3111, 5991, 4393, 4426, 2093, 6702, 6353, 3542, 7031, 2554)->[-2, -4, (-3+1*r5), (3+1*r5)]
(1698, 1378, 3944, 4829, 5483, 6669, 4335, 5425, 2002, 5969, 3799, 3357)->[-2, (0-2*r5), (0-2*r5), 2]
(768, 99, 551, 4616, 4871, 6877, 3149, 4214, 2776, 5467, 5725, 5727)->[(1+1*r5), -2, (-2+2*r5), (3+1*r5)]
(768, 3, 3398, 6278, 5465, 6877, 5038, 16, 7095, 5113, 6492, 1981)->[4, (1-1*r5), (1+1*r5), (0+2*r5)]
(3424, 6628, 2373, 3658, 4971, 6321, 1810, 7186, 6392, 4602, 6396, 4221)->[(-3-1*r5), 0, (0+2*r5), (-3+1*r5)]
(5793, 551, 4871, 4713, 2986, 2443, 6983, 3312, 1876, 790, 6071, 3290)->[2, -2, 2, 6]
(3236, 3940, 5609, 586, 6409, 5261, 4507, 6712, 1497, 5017, 2299, 2460)->[2, (-2+2*r5), (1+1*r5), (-3-1*r5)]
(3072, 3842, 4231, 5643, 3628, 6448, 6833, 1683, 6676, 2072, 1948, 3039)->[(-1+1*r5), (-2-2*r5), -2, (3-1*r5)]
(1025, 6853, 6981, 4957, 526, 2448, 338, 6195, 3670, 1849, 5756, 2781)->[(0+2*r5), (3-1*r5), (3+1*r5), 0]
(5411, 1444, 6180, 2375, 939, 5593, 6705, 2035, 3637, 1593, 1786, 4287)->[(-3+1*r5), -2, (-2-2*r5), (1-1*r5)]
(1571, 3587, 2376, 3400, 4489, 1934, 5778, 5269, 2392, 3354, 6683, 3325)->[4, (-1+1*r5), (-1-1*r5), (0+2*r5)]
(1477, 4453, 1611, 334, 5390, 1362, 1587, 5460, 2999, 2584, 1946, 6107)->[(-3+1*r5), (-2-2*r5), (-1+1*r5), -2]
(4291, 3044, 3047, 6375, 7113, 527, 2096, 5009, 5040, 3228, 765, 7134)->[(1-1*r5), -2, (3-1*r5), (2+2*r5)]
(5442, 3311, 1647, 4079, 5328, 4724, 4949, 5943, 4088, 2682, 3355, 3452)->[-2, -2, 6, 2]
(6176, 6148, 3493, 5829, 3465, 333, 2224, 2546, 2196, 6745, 5850, 4894)->[0, (2+2*r5), 0, (2-2*r5)]
(2754, 1092, 3944, 3147, 5099, 6669, 6829, 880, 2097, 5936, 3062, 7003)->[-2, (-1-1*r5), (-3-1*r5), (-2+2*r5)]
(2659, 1254, 3752, 7176, 1642, 4761, 4818, 3316, 4342, 2616, 1945, 6170)->[(-3-1*r5), 2, (1+1*r5), (2-2*r5)]
(4674, 4004, 2694, 5416, 2378, 6992, 3602, 4757, 374, 122, 2139, 2972)->[0, -4, -4, 4]
(6403, 6279, 5288, 6856, 2890, 3163, 5418, 2293, 5656, 3513, 3035, 4060)->[(3-1*r5), -2, -4, (3+1*r5)]
(2178, 2788, 1896, 6091, 5487, 3186, 3541, 2135, 5304, 5498, 6428, 7038)->[-4, 2, (-3-1*r5), (3-1*r5)]
(641, 7009, 5797, 6919, 719, 4023, 4209, 7188, 3255, 3577, 6108, 2078)->[(-3-1*r5), (1+1*r5), (2-2*r5), -2]
(6145, 514, 7105, 4008, 4905, 3819, 2028, 5295, 3537, 4661, 502, 1950)->[-4, -2, (-3-1*r5), (-3+1*r5)]
(3361, 5762, 1799, 1032, 7111, 5642, 2989, 4143, 2930, 1011, 760, 3742)->[(-3+1*r5), 2, 4, (-3-1*r5)]
(1093, 6438, 3207, 4600, 2955, 3896, 1300, 3701, 1976, 4535, 1400, 6010)->[(0-2*r5), -2, 2, (0-2*r5)]
(5153, 675, 5385, 5134, 6866, 2420, 5213, 5911, 1208, 6809, 2653, 5630)->[(-3+1*r5), (-2-2*r5), (1-1*r5), 2]
(3392, 3619, 6665, 3338, 1098, 1995, 5524, 1847, 3801, 5180, 4413, 4031)->[-6, 2, -2, 2]
(203, 3852, 1645, 2895, 116, 2997, 6677, 1463, 3960, 1212, 3038, 223)->[(3+1*r5), (-2+2*r5), 2, (-1-1*r5)]
(5953, 739, 39, 1353, 6313, 4206, 6542, 3250, 4564, 726, 3578, 5115)->[(-1+1*r5), 6, (1+1*r5), 0]
(1344, 7041, 4740, 4165, 4135, 616, 1751, 4302, 1173, 3063, 5946, 3934)->[(3-1*r5), 2, (2+2*r5), (1-1*r5)]
(4803, 4934, 3851, 1068, 717, 4524, 3153, 4348, 2329, 347, 828, 1054)->[(2+2*r5), -2, (-1+1*r5), (-3+1*r5)]
(1697, 228, 6725, 710, 970, 6814, 4972, 2382, 6194, 83, 3453, 6046)->[(-3+1*r5), (3+1*r5), 2, -4]
(3882, 4778, 7146, 3277, 6030, 2866, 4020, 437, 4790, 5013, 5050, 5563)->[(1+1*r5), 4, (1-1*r5), (0-2*r5)]
(832, 2272, 4805, 6823, 5449, 3692, 1837, 1361, 345, 891, 5244, 3903)->[(0-2*r5), -4, (-1-1*r5), (1-1*r5)]
(416, 6688, 7169, 1736, 1487, 1906, 1843, 340, 6259, 4055, 2488, 281)->[(-2+2*r5), -2, (-3-1*r5), (1+1*r5)]
(4704, 2119, 2120, 489, 3370, 4523, 4619, 945, 4881, 3672, 1086, 991)->[(0-2*r5), (-1-1*r5), (1-1*r5), -4]
(2881, 6497, 6663, 744, 1131, 2831, 3196, 6033, 3384, 1372, 3581, 6079)->[(3+1*r5), (2-2*r5), 2, (-1-1*r5)]
(5089, 1060, 2789, 4037, 3432, 4683, 5707, 5363, 6613, 1464, 3834, 2136)->[(3+1*r5), (2-2*r5), -2, (-1-1*r5)]
(3233, 4456, 6216, 2092, 462, 208, 465, 434, 6963, 5172, 4181, 3007)->[(-1+1*r5), (3-1*r5), (-2-2*r5), -2]
(5184, 6147, 3429, 2310, 4554, 2507, 5962, 1102, 6032, 2804, 6903, 6937)->[2, (0-2*r5), -2, (0+2*r5)]
(4323, 6503, 4456, 3983, 465, 2037, 1526, 6454, 3449, 2170, 315, 4092)->[2, 2, -6, -2]
(7008, 705, 1058, 3617, 6691, 7045, 5166, 3315, 6516, 6582, 2105, 5979)->[(0+2*r5), 2, (0+2*r5), 2]
(3298, 3682, 518, 2631, 7047, 4747, 236, 5803, 6636, 4501, 1691, 3166)->[2, (0+2*r5), (0+2*r5), -2]
(5667, 5124, 3173, 4742, 4840, 3081, 6730, 4791, 4856, 4251, 4892, 31)->[(2+2*r5), (-3+1*r5), -2, (1-1*r5)]
(4484, 2598, 464, 2704, 5937, 6418, 6292, 6962, 2390, 5750, 6423, 3741)->[(1-1*r5), (2+2*r5), 2, (3-1*r5)]
(4834, 6307, 4708, 2565, 1703, 6535, 4937, 2797, 432, 5939, 6389, 5470)->[(3+1*r5), (-2+2*r5), -2, (1+1*r5)]
(3233, 36, 134, 6503, 491, 1133, 5869, 3023, 6963, 315, 3070, 3711)->[(3-1*r5), 2, (-2-2*r5), (1-1*r5)]
(1602, 3837, 6283, 1006, 1806, 3375, 5966, 6511, 3412, 1531, 189, 6751)->[-2, (0+2*r5), -2, (0-2*r5)]
(7168, 1283, 2190, 1071, 4047, 3921, 565, 2103, 7192, 6137, 3866, 1758)->[-2, (1+1*r5), (3+1*r5), (-2+2*r5)]
(1120, 1536, 2722, 6947, 6916, 6407, 3306, 4558, 2481, 4340, 2326, 6399)->[4, (3-1*r5), 2, (-3-1*r5)]
(2503, 1095, 1769, 2217, 5035, 2606, 6126, 6735, 6294, 5944, 3161, 510)->[-4, (1-1*r5), (1+1*r5), (0+2*r5)]
(2912, 5120, 2532, 1517, 4109, 5391, 5784, 3156, 5591, 984, 6459, 668)->[(2-2*r5), 2, (3+1*r5), (-1-1*r5)]
(2179, 548, 2723, 5508, 7011, 2521, 399, 6223, 4948, 5684, 2039, 2201)->[(1+1*r5), -4, (1-1*r5), (0-2*r5)]
(2848, 5763, 4164, 69, 4549, 4806, 3273, 2154, 1260, 1262, 3954, 7001)->[(0+2*r5), 0, (-3+1*r5), (3+1*r5)]
(5915, 5925, 3879, 3724, 4593, 1747, 1428, 2707, 4215, 5371, 2684, 7133)->[(1+1*r5), (0-2*r5), -4, (1-1*r5)]
(100, 2971, 74, 6762, 6831, 2897, 5364, 4310, 6646, 4922, 507, 6748)->[(3+1*r5), (1+1*r5), (2-2*r5), -2]
(2722, 5698, 1124, 6947, 2470, 3849, 6219, 5261, 2032, 7058, 1431, 2299)->[(1+1*r5), 2, (-2+2*r5), (-3-1*r5)]
(353, 3941, 4101, 4328, 2383, 848, 1200, 658, 6640, 6873, 472, 3225)->[-2, (-3-1*r5), 4, (-3+1*r5)]
(1472, 5121, 3428, 1126, 2794, 1547, 5613, 2254, 3215, 6198, 2106, 5243)->[4, (-3-1*r5), (-3+1*r5), -2]
(6016, 4545, 4554, 747, 2507, 3275, 5139, 1204, 84, 6874, 2778, 2587)->[(-2+2*r5), (-1-1*r5), -2, (3+1*r5)]
(2660, 3076, 3782, 6501, 4104, 2412, 3341, 6861, 2159, 4538, 861, 1887)->[(0-2*r5), -2, (0+2*r5), 2]
(5824, 5891, 2852, 5413, 2983, 2512, 723, 7092, 309, 2424, 4924, 6719)->[-4, (-3-1*r5), (-3+1*r5), -2]
(97, 5929, 4814, 5262, 6674, 1044, 6293, 5912, 4089, 4666, 2877, 1727)->[(-3-1*r5), (-3+1*r5), -4, -2]
(2498, 2883, 2341, 2758, 6598, 6960, 946, 1170, 2777, 6012, 669, 1791)->[(1-1*r5), (1+1*r5), -4, (0+2*r5)]
(1024, 2016, 5571, 3877, 6025, 6591, 1551, 6324, 3863, 6296, 5342, 1183)->[(-2+2*r5), (3+1*r5), (-1-1*r5), -2]
(4065, 2280, 6632, 1739, 3947, 3407, 368, 5873, 5588, 922, 413, 1695)->[(-3-1*r5), 4, 2, (-3+1*r5)]
(2500, 1285, 646, 5482, 1389, 2446, 5903, 1555, 1272, 6905, 6715, 4574)->[(-1+1*r5), (-3+1*r5), (2+2*r5), -2]
(1824, 1863, 5758, 1675, 5099, 880, 2321, 7152, 1971, 7132, 4125, 1278)->[(2-2*r5), -2, (-3-1*r5), (1+1*r5)]
(1597, 5284, 454, 1962, 1694, 781, 660, 2613, 4695, 443, 1501, 414)->[(0-2*r5), -2, -2, (0+2*r5)]
(2561, 5838, 5167, 3888, 2325, 2453, 5815, 6041, 2234, 6331, 508, 6527)->[-2, -2, -2, 6]
(6344, 218, 7052, 4590, 2577, 6357, 407, 6456, 409, 2490, 3932, 7037)->[-2, (3+1*r5), 4, (-3+1*r5)]
(3745, 1090, 452, 4005, 4228, 5737, 3212, 5165, 114, 2130, 2581, 6143)->[(3+1*r5), (-3+1*r5), -4, -2]
(3645, 5287, 6632, 1578, 4427, 3533, 6704, 177, 500, 5588, 6325, 3389)->[(0-2*r5), 4, (1+1*r5), (1-1*r5)]
(2949, 5733, 3208, 937, 2889, 4843, 4300, 3763, 1941, 1176, 2938, 4029)->[(3-1*r5), 2, -4, (3+1*r5)]
(1219, 3044, 421, 4100, 4291, 3144, 5578, 5037, 5197, 5773, 5493, 6040)->[-2, -2, 2, 6]
(4033, 1283, 6567, 1289, 5098, 2731, 12, 4439, 6872, 7192, 5562, 2811)->[(2-2*r5), 2, (3+1*r5), (1+1*r5)]
(1440, 1728, 3682, 6464, 6661, 2215, 426, 5803, 4883, 4374, 6650, 2396)->[(3-1*r5), 4, (3+1*r5), -2]
(4864, 4993, 2914, 1411, 4163, 5253, 4651, 2962, 983, 6523, 5278, 1631)->[(-1-1*r5), 4, (-1+1*r5), (0+2*r5)]
(2144, 4130, 4420, 2568, 1546, 3083, 300, 3598, 2735, 50, 4760, 5723)->[-2, (0-2*r5), 2, (0-2*r5)]
(2273, 1828, 1609, 4907, 4812, 941, 3213, 6446, 4880, 5971, 3444, 1660)->[(0-2*r5), 4, (-1-1*r5), (-1+1*r5)]
(2400, 3265, 1029, 6277, 5001, 5993, 5643, 3628, 2131, 3892, 3925, 5339)->[(-1+1*r5), -6, (-1-1*r5), 0]
(5953, 7106, 1669, 6373, 4620, 1039, 4799, 5976, 121, 3578, 6075, 1151)->[(3-1*r5), (3+1*r5), (0+2*r5), 0]
(1601, 4257, 6627, 2820, 5384, 105, 1962, 4137, 6696, 1501, 3774, 1279)->[-4, (1-1*r5), (-1-1*r5), (0+2*r5)]
(1793, 4098, 6788, 1989, 3437, 5199, 305, 6450, 949, 6806, 632, 3387)->[(-1+1*r5), (-1-1*r5), 0, -6]
(640, 6976, 5146, 1572, 3016, 2571, 4623, 6897, 2003, 4788, 3865, 3130)->[-2, (-1-1*r5), (3+1*r5), (2-2*r5)]
(5474, 1861, 38, 3142, 6247, 3243, 5068, 2798, 4622, 2544, 3184, 3826)->[2, (-3-1*r5), 4, (-3+1*r5)]
(6276, 331, 4140, 365, 4491, 4813, 4752, 5453, 6162, 6397, 2173, 4319)->[4, (-1-1*r5), (0+2*r5), (1-1*r5)]
(3906, 6211, 4388, 1734, 5546, 4075, 2896, 3889, 4242, 1814, 5757, 670)->[(1+1*r5), (-1+1*r5), (0-2*r5), -4]
(6721, 1923, 5539, 5096, 6184, 939, 2800, 4113, 2134, 2332, 1566, 4287)->[(3-1*r5), -2, (-2-2*r5), (1-1*r5)]
(2819, 6243, 3946, 2221, 241, 147, 5332, 5876, 6710, 1467, 2109, 1470)->[2, 2, -2, -6]
(5828, 2214, 2218, 2126, 2132, 2517, 4821, 5847, 6165, 4953, 2970, 1343)->[0, 0, (2-2*r5), (-2-2*r5)]
(3168, 4320, 4260, 613, 4485, 6248, 7049, 5198, 2288, 2714, 2266, 1599)->[(-3+1*r5), (-1+1*r5), -2, (2+2*r5)]
(900, 869, 549, 3016, 522, 972, 4205, 4748, 6254, 1106, 2003, 6494)->[(2-2*r5), -2, (3+1*r5), (-1-1*r5)]
(3591, 4392, 5448, 3563, 3085, 3443, 3028, 4789, 3159, 695, 215, 3994)->[(-3+1*r5), (-3-1*r5), -2, -4]
(6466, 6435, 3240, 3530, 1901, 5741, 6029, 5823, 4693, 218, 7037, 2847)->[(2-2*r5), (3+1*r5), (1+1*r5), -2]
(1826, 4259, 5412, 6821, 72, 6761, 3051, 4432, 6005, 3478, 4470, 5206)->[(3+1*r5), 2, (3-1*r5), 4]
(2367, 2407, 5127, 1471, 6280, 1581, 607, 3407, 4783, 6037, 3677, 1695)->[(-3-1*r5), 4, 2, (3-1*r5)]
(2464, 3713, 6849, 1379, 2435, 4720, 5015, 6386, 4087, 1654, 3830, 959)->[-2, (-1+1*r5), (-2-2*r5), (3-1*r5)]
(5536, 4995, 6692, 5254, 3053, 1167, 6512, 2676, 1750, 502, 5654, 1950)->[-4, -2, (-3-1*r5), (3-1*r5)]
(4961, 6309, 1670, 7013, 2923, 1908, 276, 5781, 6359, 1499, 2716, 1821)->[(1-1*r5), (3-1*r5), (-2-2*r5), -2]
(641, 5893, 4490, 1771, 2699, 3084, 463, 5779, 375, 3321, 6108, 7193)->[-6, 2, -2, -2]
(3008, 3328, 6080, 1187, 1963, 2796, 7025, 2360, 4154, 2651, 6044, 1405)->[(2+2*r5), (3-1*r5), 2, (-1+1*r5)]
(355, 2405, 2150, 1798, 7175, 4396, 2542, 3674, 5142, 3098, 6268, 3391)->[(-1+1*r5), -4, (0+2*r5), (-1-1*r5)]
(1623, 1160, 3113, 6634, 5644, 301, 6540, 5462, 2167, 5144, 6619, 6014)->[(-1+1*r5), (-3+1*r5), (-2-2*r5), 2]
(1952, 3552, 5601, 44, 4461, 3183, 3952, 4337, 4559, 371, 6417, 4025)->[(-1-1*r5), (-3-1*r5), 2, (2-2*r5)]
(6433, 2499, 6437, 7084, 5965, 5839, 2576, 2068, 4185, 2619, 221, 3902)->[(1-1*r5), (3-1*r5), (2+2*r5), 2]
(7075, 517, 1737, 6506, 3345, 1651, 5076, 278, 1207, 5942, 1949, 862)->[(-3+1*r5), -4, (3+1*r5), 2]
(5090, 5896, 2537, 6090, 1714, 179, 3475, 3317, 3958, 6997, 152, 3551)->[(0+2*r5), (1-1*r5), 4, (-1-1*r5)]
(6657, 5730, 4419, 6913, 4969, 138, 1324, 5710, 7030, 4824, 6429, 6109)->[2, 6, 2, 2]
(6339, 872, 3785, 141, 5070, 5329, 4018, 2005, 5430, 1785, 6365, 3199)->[2, (-2-2*r5), (-3+1*r5), (1-1*r5)]
(4258, 6083, 6626, 4293, 4331, 5515, 4494, 6800, 629, 5913, 569, 4318)->[(2+2*r5), (1-1*r5), (-3+1*r5), 2]
(5858, 6374, 2695, 3049, 3600, 4529, 7038, 6519, 5304, 3770, 2907, 4062)->[(0-2*r5), (3-1*r5), (-3-1*r5), 0]
(1, 2113, 2753, 806, 1613, 2814, 1264, 5777, 3350, 1912, 7100, 2366)->[(1+1*r5), (3+1*r5), -2, (-2+2*r5)]
(4928, 2630, 3900, 1641, 2607, 5809, 729, 6395, 1884, 2557, 6686, 703)->[0, (-2+2*r5), 0, (-2-2*r5)]
(2592, 3392, 3714, 3204, 4902, 3338, 941, 5005, 6446, 2961, 2712, 6911)->[(-3-1*r5), (1+1*r5), (2-2*r5), 2]
(416, 3458, 1414, 1736, 3145, 5418, 6792, 5968, 1909, 2293, 3230, 927)->[2, -2, (0-2*r5), (0+2*r5)]
(4000, 3553, 5146, 1572, 6701, 1422, 5518, 2992, 6543, 3766, 1719, 1562)->[(1-1*r5), -4, (0+2*r5), (-1-1*r5)]
(5089, 2723, 3685, 1001, 2521, 560, 3926, 2136, 2041, 7066, 1342, 1407)->[(0+2*r5), (-1-1*r5), (1-1*r5), -4]
(3267, 4966, 775, 4718, 4177, 4753, 4629, 5941, 6680, 6270, 6684, 5854)->[(3+1*r5), 0, (0-2*r5), (3-1*r5)]
(2177, 191, 3746, 4644, 4489, 6954, 2998, 4375, 2392, 5851, 5533, 383)->[(1+1*r5), (-1+1*r5), (0-2*r5), 4]
(4992, 4513, 5147, 457, 4719, 945, 1745, 6421, 3672, 1114, 4955, 6875)->[(-1-1*r5), -4, (1-1*r5), (0-2*r5)]
(1122, 6647, 6361, 1061, 4615, 4935, 1002, 4074, 6797, 5459, 6455, 185)->[2, (-3+1*r5), (3+1*r5), -4]
(1764, 4618, 2091, 5292, 5483, 3324, 7160, 986, 2747, 2492, 4829, 1919)->[(-1-1*r5), (0-2*r5), -4, (-1+1*r5)]
(1698, 2724, 4709, 4264, 3147, 3788, 4335, 2097, 374, 1274, 2972, 5055)->[(1-1*r5), -4, (0-2*r5), (1+1*r5)]
(1219, 3203, 3047, 2696, 3144, 3470, 1905, 4657, 5558, 5368, 6140, 765)->[-2, (-3+1*r5), (-1+1*r5), (2+2*r5)]
(1281, 545, 7042, 1899, 6189, 78, 687, 341, 2645, 6711, 3963, 5918)->[(1-1*r5), (2+2*r5), -2, (3-1*r5)]
(3457, 4710, 2186, 5450, 4108, 4347, 659, 4435, 758, 1563, 5660, 3901)->[-2, -2, (0+2*r5), (0+2*r5)]
(1856, 3968, 5667, 1060, 6888, 6730, 43, 4299, 4875, 2870, 3834, 4158)->[6, -2, -2, -2]
(770, 3394, 7140, 197, 7046, 4809, 1486, 595, 5973, 6614, 5719, 1119)->[(1+1*r5), 0, (1-1*r5), -6]
(7130, 5351, 5831, 314, 2928, 3568, 6746, 6776, 698, 764, 1246, 3967)->[(1-1*r5), 0, 6, (-1-1*r5)]
(1408, 4386, 1059, 100, 5924, 5414, 4522, 779, 2897, 1973, 5627, 2878)->[(0+2*r5), 4, (-1-1*r5), (1-1*r5)]
(2081, 1604, 3620, 5094, 6404, 1994, 783, 6096, 3281, 2164, 6164, 3254)->[(1+1*r5), 6, 0, (1-1*r5)]
(3456, 6848, 2978, 3655, 6602, 2029, 369, 210, 6965, 1915, 5886, 3775)->[(-3-1*r5), (-2+2*r5), 2, (1+1*r5)]
(6621, 4837, 7047, 776, 235, 4203, 4876, 881, 1297, 3132, 509, 3166)->[(1+1*r5), (0+2*r5), 4, (1-1*r5)]
(6400, 2563, 3716, 6442, 1003, 2157, 6606, 2256, 3187, 2933, 3642, 3195)->[(-3+1*r5), -2, (2+2*r5), (1-1*r5)]
(2916, 3687, 4391, 397, 2960, 3249, 7024, 6932, 5078, 4346, 1276, 893)->[(-1+1*r5), (0+2*r5), (1+1*r5), -4]
(3493, 614, 5445, 3753, 6637, 2224, 1907, 183, 4247, 5434, 6013, 4383)->[(-3+1*r5), (2+2*r5), (1-1*r5), -2]
(6791, 6024, 5612, 2193, 2130, 2483, 4753, 2581, 1397, 4758, 5466, 5854)->[(3+1*r5), 0, (0-2*r5), (-3+1*r5)]
(1571, 2661, 7145, 2154, 1260, 3917, 5549, 3248, 6352, 1206, 4471, 3354)->[4, (3-1*r5), -2, (3+1*r5)]
(1249, 802, 1157, 6758, 4136, 809, 1257, 1230, 5945, 5785, 3613, 6559)->[(-1-1*r5), (3+1*r5), -2, (2-2*r5)]
(899, 3139, 6026, 4365, 5840, 5204, 5559, 1784, 537, 1723, 2044, 5112)->[-2, (3-1*r5), (-1+1*r5), (-2-2*r5)]
(6369, 5827, 1348, 6693, 2374, 2792, 6120, 6192, 1748, 3764, 408, 6298)->[(3-1*r5), 4, (-3-1*r5), 2]
(6082, 777, 2570, 4971, 5163, 6235, 1403, 4468, 5814, 1239, 2395, 4221)->[(0-2*r5), (-3+1*r5), (3+1*r5), 0]
(6820, 4745, 5034, 3952, 1362, 3668, 5460, 1433, 4314, 4025, 6974, 6687)->[-2, -6, 2, -2]
(227, 5316, 4614, 679, 618, 3532, 6894, 4048, 3569, 1721, 379, 1468)->[-4, (0+2*r5), (-1+1*r5), (-1-1*r5)]
(482, 771, 868, 4357, 3014, 6597, 6884, 6380, 3951, 1685, 6460, 60)->[(-3-1*r5), 2, (3-1*r5), -4]
(4322, 3686, 4327, 6567, 2281, 4011, 2767, 5107, 6260, 5686, 2811, 4572)->[-2, 2, (0+2*r5), (0+2*r5)]
(2145, 5507, 5830, 4680, 489, 3178, 3155, 1015, 3999, 3676, 4159, 991)->[(0-2*r5), -2, -2, (0-2*r5)]
(6593, 2149, 2694, 4709, 5416, 5419, 3788, 1712, 6612, 2839, 5722, 1947)->[(1-1*r5), (-1-1*r5), -4, (0+2*r5)]
(6439, 3112, 4041, 4520, 4842, 4689, 339, 372, 2043, 2428, 7165, 3327)->[(0-2*r5), (0-2*r5), -2, 2]
(5792, 2370, 7143, 3977, 2731, 12, 1071, 1648, 2415, 5334, 2103, 4571)->[(-1-1*r5), (-2+2*r5), (3+1*r5), 2]
(5443, 6499, 873, 875, 6763, 1327, 3089, 6100, 3349, 2070, 3993, 2876)->[(1+1*r5), (-1+1*r5), (0+2*r5), 4]
(5250, 964, 1029, 2854, 4970, 7051, 4172, 5871, 4912, 2131, 3868, 5885)->[2, (-3-1*r5), -4, (3-1*r5)]
(6558, 420, 4999, 2249, 554, 3691, 5388, 4399, 5779, 7193, 1628, 4350)->[(-2-2*r5), (3-1*r5), -2, (1-1*r5)]
